,task_id,hash,native_id,process,tag,name,hostname,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,env,CPU_energy_consumption,DRAM_energy_consumption,energy_consumption,avg_power
537,1846,48/a70b4b,nf-48a70b4b0474956d49209b52251a77d3-7775a,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES,SRR11452395,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (SRR11452395),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/mulled-v2-d9e7bad0f7fbc8f4458d5c3ab7ffaaf0235b59fb:7cc3d06cbf42e28c5e2ebfc7c858654c7340a9d5-0,6,8h,-,30 GB,1,2025-11-15 14:33:26.181,2025-11-15 14:45:34.000,2025-11-15 15:02:01.000,987.0,16m 27s,-,144.4,7.9%,20000.0,33600.0,20 GB,33.6 GB,21800.0,6600.0,125355159,41497,0.024,6600.0,10,1679,PYTHONNOUSERSITE=1,109751.423442,17358.265885,127109.689327,128.7838797639311
538,1948,4f/4d5fcf,nf-4f4d5fcf741f7e2f36961f264d9e29f1-fb325,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH,SRR11452487,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/mosdepth:0.3.8--hd299d5a_0,4,8h,-,4 GB,1,2025-11-15 15:00:56.257,2025-11-15 15:00:56.000,2025-11-15 15:02:02.000,66.0,1m 5s,-,209.9,0.8%,1900.0,2000.0,1.9 GB,2 GB,8100.0,30.8,142980,2018,0.0,30.8,3158,228,PYTHONNOUSERSITE=1,7958.4945179999995,1264.475859,9222.970377,139.7419754090909
539,1937,27/31becc,nf-2731becc006b2241d7e7c76a136ab726-5413a,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452475,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452475),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:00:01.328,2025-11-15 15:00:02.000,2025-11-15 15:02:25.000,143.0,2m 23s,-,123.9,0.6%,1400.0,8600.0,1.4 GB,8.6 GB,722.5,1.0,377677,80054,0.0,1.1,11,2,PYTHONNOUSERSITE=1,16391.384796,2612.9841229999997,19004.368918999997,132.89768474825172
540,1939,b7/6c658b,nf-b76c658b952c57844bdde27755c7a932-72d40,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452475,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452475),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 14:59:51.246,2025-11-15 14:59:51.000,2025-11-15 15:02:27.000,156.0,2m 35s,-,123.8,0.5%,1300.0,8400.0,1.3 GB,8.5 GB,794.0,1.0,395706,80073,0.0,1.1,8,7,PYTHONNOUSERSITE=1,19069.360606,2978.0473859999997,22047.407991999997,141.3295384102564
541,1950,17/53e55d,nf-1753e55d346e3058ffb53649778ce3bb-7e7f2,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:01:06.151,2025-11-15 15:01:07.000,2025-11-15 15:02:46.000,99.0,1m 39s,-,141.5,0.4%,1100.0,8800.0,1.1 GB,8.8 GB,1100.0,1.0,250895,80286,0.0,1.1,4,2,PYTHONNOUSERSITE=1,11606.790965,1843.335983,13450.126948000001,135.85986816161616
542,1849,aa/c01907,nf-aac019070cc5f894684dd7bc820a68a8-f74e4,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES,SRR11452393,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (SRR11452393),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/mulled-v2-d9e7bad0f7fbc8f4458d5c3ab7ffaaf0235b59fb:7cc3d06cbf42e28c5e2ebfc7c858654c7340a9d5-0,6,8h,-,30 GB,1,2025-11-15 14:39:07.108,2025-11-15 14:46:22.000,2025-11-15 15:02:55.000,993.0,16m 33s,-,143.0,7.9%,19900.0,33600.0,19.9 GB,33.7 GB,21200.0,6200.0,127349029,39509,32.0,6200.0,64,1379,PYTHONNOUSERSITE=1,126338.36218,19546.661405,145885.023585,146.91341750755285
543,1949,6d/1773c8,nf-6d1773c835ccc39efd11a686d8eec82f-390b3,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:01:11.209,2025-11-15 15:01:11.000,2025-11-15 15:02:56.000,105.0,1m 45s,-,134.5,0.5%,1200.0,9000.0,1.2 GB,9 GB,944.7,1.0,264089,80250,0.0,1.1,4,1,PYTHONNOUSERSITE=1,12313.078586,1960.822862,14273.901448,135.94191855238097
544,1962,7f/bb867b,nf-7fbb867b17b1f669d4902f09413674cd-846b8,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:01:41.498,2025-11-15 15:01:42.000,2025-11-15 15:03:04.000,82.0,1m 22s,-,136.8,0.5%,1300.0,9000.0,1.3 GB,9 GB,940.4,1.0,213581,80528,0.0,1.1,11,4,PYTHONNOUSERSITE=1,9793.464431,1562.376743,11355.841174000001,138.48586797560978
545,1966,f8/a09978,nf-f8a0997840f030a20ff65699d56e5565-c7d75,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:01:41.568,2025-11-15 15:01:42.000,2025-11-15 15:03:14.000,92.0,1m 32s,-,135.8,0.5%,1300.0,8900.0,1.3 GB,9 GB,729.1,1.0,249787,80274,0.0,1.1,11,2,PYTHONNOUSERSITE=1,10953.813938,1748.590228,12702.404166,138.0696105
546,1964,2b/89fa07,nf-2b89fa074f983e77fee89bb67f4dfea0-cb08b,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:02:26.223,2025-11-15 15:02:26.000,2025-11-15 15:03:19.000,53.0,53s,-,154.8,0.6%,1400.0,8600.0,1.4 GB,8.6 GB,574.4,1.0,169108,80765,0.0,1.1,4,8,PYTHONNOUSERSITE=1,6272.843742999999,999.877797,7272.72154,137.22116113207545
547,1954,b7/56d88a,nf-b756d88ab28ebaa62132d4711aadfb84-c0a12,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:02:06.405,2025-11-15 15:02:07.000,2025-11-15 15:03:22.000,75.0,1m 15s,-,141.7,0.5%,1400.0,8500.0,1.4 GB,8.5 GB,810.4,1.0,207588,79711,0.0,1.1,12,12,PYTHONNOUSERSITE=1,8862.158587,1384.062036,10246.220623,136.61627497333333
548,1965,fb/f62abe,nf-fbf62abe1b2a46f29fddc23fa9229423-418ce,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:02:06.189,2025-11-15 15:02:07.000,2025-11-15 15:03:29.000,82.0,1m 22s,-,139.0,0.5%,1200.0,8600.0,1.2 GB,8.6 GB,711.6,1.0,211645,80542,0.0,1.1,4,3,PYTHONNOUSERSITE=1,9749.23731,1548.077531,11297.314841,137.77213220731707
549,1960,0d/ac9c73,nf-0dac9c73e4f01eaaba1a93620d1e4d7a-3b868,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:02:31.242,2025-11-15 15:02:31.000,2025-11-15 15:03:29.000,58.0,57s,-,153.3,0.5%,1300.0,8600.0,1.3 GB,8.6 GB,778.7,1.0,162084,79983,8.0,1.1,10,9,PYTHONNOUSERSITE=1,6862.505564,1077.370997,7939.876561,136.89442346551724
550,1969,e5/6d60a3,nf-e56d60a3a9bbb8b4e06f54a415cdf4ee-0247a,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:21.231,2025-11-15 15:03:21.000,2025-11-15 15:03:28.000,7.0,6s,-,402.3,0.3%,787.7,8900.0,787.7 MB,8.9 GB,179.5,1.0,46754,82210,0.0,1.1,11,2,PYTHONNOUSERSITE=1,863.711473,131.173708,994.885181,142.12645442857144
551,1946,97/c76be4,nf-97c76be4eafe72be635f4f2d2fb1c9c3-90a16,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS,SRR11452487,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/samtools:1.21--h50ea8bc_0,1,4h,-,6 GB,1,2025-11-15 15:00:46.413,2025-11-15 15:00:47.000,2025-11-15 15:03:53.000,186.0,3m 6s,-,178.5,0.1%,279.0,336.1,280.2 MB,336.1 MB,7900.0,0.4175,157985,51,0.0,0.42,597,1782,PYTHONNOUSERSITE=1,21772.8286,3437.7801339999996,25210.608734,135.540907172043
552,1958,4f/040195,nf-4f0401951eda3171f4d50beb03fe3adf-d0267,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:01.158,2025-11-15 15:03:01.000,2025-11-15 15:03:52.000,51.0,51s,-,167.4,0.4%,1007.1,8500.0,1007.1 MB,8.5 GB,809.5,1.0,139883,80990,0.0,1.1,16,6,PYTHONNOUSERSITE=1,6210.6314999999995,978.885218,7189.516718,140.9709160392157
553,1970,4d/0ed51b,nf-4d0ed51ba27a48c284648a6dc7471569-b6d7f,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS,SRR11452398,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (SRR11452398),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,8h,-,4 GB,1,2025-11-15 15:03:56.473,2025-11-15 15:03:57.000,2025-11-15 15:04:01.000,4.0,4s,-,356.9,0.1%,336.9,8200.0,336.9 MB,8.2 GB,99.2,1.0227,41493,78529,4.0,1.0,25,15,PYTHONNOUSERSITE=1,506.634079,77.54951899999999,584.183598,146.0458995
554,1967,de/f79167,nf-def791676321af0cb59ef807d9461b09-e634e,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:02:55.939,2025-11-15 15:02:56.000,2025-11-15 15:04:07.000,71.0,1m 11s,-,141.7,0.4%,1100.0,8900.0,1.1 GB,8.9 GB,763.8,1.0,193764,80621,4.0,1.1,11,2,PYTHONNOUSERSITE=1,8355.422152,1311.623728,9667.04588,136.15557577464787
555,1956,6d/c254fb,nf-6dc254fb40f5a1391d2e19dbeba0649b-50935,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:06.083,2025-11-15 15:03:06.000,2025-11-15 15:04:20.000,74.0,1m 14s,-,141.2,0.5%,1300.0,9200.0,1.3 GB,9.3 GB,768.8,1.0,208959,80607,0.0,1.1,8,7,PYTHONNOUSERSITE=1,8990.811394999999,1412.016345,10402.827739999999,140.57875324324323
556,1959,fc/792aa7,nf-fc792aa7488e834429cd575c65dad61e-5f265,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:02:51.476,2025-11-15 15:02:52.000,2025-11-15 15:04:25.000,93.0,1m 33s,-,132.3,0.5%,1400.0,8700.0,1.4 GB,8.8 GB,861.3,1.0,243234,80310,0.0,1.1,4,2,PYTHONNOUSERSITE=1,10836.000702,1711.322013,12547.322714999998,134.91744854838709
557,1955,6f/295559,nf-6f29555934b54591f951f05244d6b380-fce87,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:16.225,2025-11-15 15:03:16.000,2025-11-15 15:04:35.000,79.0,1m 18s,-,145.2,0.5%,1300.0,8800.0,1.3 GB,8.9 GB,769.6,1.0,212951,80601,0.0,1.1,4,2,PYTHONNOUSERSITE=1,9009.882024999999,1435.131815,10445.01384,132.21536506329113
558,1963,93/083379,nf-93083379a1d68b9ec1f1fbd720595b37-f6a16,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:02:01.624,2025-11-15 15:02:02.000,2025-11-15 15:04:34.000,152.0,2m 32s,-,123.1,0.7%,1700.0,8600.0,1.7 GB,8.6 GB,791.9,1.0,383438,80073,8.0,1.1,19,10,PYTHONNOUSERSITE=1,18284.147285,2846.121255,21130.268539999997,139.01492460526313
559,1968,4c/04561b,nf-4c04561b659aaa8cf55982d9d5de78a5-3b183,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:31.293,2025-11-15 15:03:31.000,2025-11-15 15:04:38.000,67.0,1m 6s,-,146.2,0.5%,1300.0,8900.0,1.3 GB,9 GB,713.4,1.0,187421,79887,0.0,1.1,20,9,PYTHONNOUSERSITE=1,8231.357102,1280.505211,9511.862313,141.9680942238806
560,1953,45/b344db,nf-45b344db95d2995713e8510835e7e452-d2078,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:02:01.560,2025-11-15 15:02:02.000,2025-11-15 15:04:41.000,159.0,2m 39s,-,125.9,0.5%,1200.0,8800.0,1.2 GB,8.8 GB,875.8,1.0,397775,80035,0.0,1.1,10,7,PYTHONNOUSERSITE=1,19225.021524,2986.8436619999998,22211.865186,139.69726532075472
561,1951,ea/a78700,nf-eaa78700b97af6c98e8dbe5d60480f65-b15b6,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:56.330,2025-11-15 15:03:57.000,2025-11-15 15:04:54.000,57.0,57s,-,149.0,0.5%,1200.0,8800.0,1.2 GB,8.8 GB,740.3,1.0,149474,80947,0.0,1.1,11,2,PYTHONNOUSERSITE=1,6287.426469999999,1034.814429,7322.240898999999,128.4603666491228
562,1972,65/645d4e,nf-65645d4ed054b99d15a5aa98a074b6aa-dd2f4,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH,SRR11452490,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (SRR11452490),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/mosdepth:0.3.8--hd299d5a_0,4,8h,-,4 GB,1,2025-11-15 15:04:11.278,2025-11-15 15:04:11.000,2025-11-15 15:05:21.000,70.0,1m 9s,-,217.9,0.8%,1900.0,2000.0,1.9 GB,2 GB,8900.0,31.1,157066,2240,0.0,31.2,3537,337,PYTHONNOUSERSITE=1,7660.416179999999,1270.194739,8930.610918999999,127.58015598571427
563,1989,94/d61227,nf-94d61227dbbb78043ff6284d875f8c11-306f5,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452490,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452490),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:04:21.526,2025-11-15 15:04:22.000,2025-11-15 15:05:23.000,61.0,1m 1s,-,149.3,0.5%,1300.0,8900.0,1.3 GB,8.9 GB,582.9,1.0,191677,80561,0.0,1.1,41,34,PYTHONNOUSERSITE=1,7776.57079,1207.702118,8984.272907999999,147.2831624262295
564,1848,ac/4a323e,nf-ac4a323e20d0a2417f2f2033f820c26e-7a587,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES,SRR11452397,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (SRR11452397),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/mulled-v2-d9e7bad0f7fbc8f4458d5c3ab7ffaaf0235b59fb:7cc3d06cbf42e28c5e2ebfc7c858654c7340a9d5-0,6,8h,-,30 GB,1,2025-11-15 14:37:05.754,2025-11-15 14:46:22.000,2025-11-15 15:05:26.000,1144.0,19m 3s,-,139.8,8.6%,21600.0,33600.0,21.6 GB,33.6 GB,23400.0,7200.0,155973371,45696,3.9,7200.0,18,2296,PYTHONNOUSERSITE=1,144994.51418899998,22461.194911,167455.70909999998,146.37736809440557
565,1952,e3/4f0f06,nf-e34f0f063e115d3f334a1419625cb436-6e605,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:31.227,2025-11-15 15:03:31.000,2025-11-15 15:05:34.000,123.0,2m 3s,-,128.2,0.5%,1200.0,9000.0,1.2 GB,9 GB,848.3,1.0,326790,80127,0.0,1.1,11,1,PYTHONNOUSERSITE=1,13690.079822,2234.833515,15924.913337,129.47084013821137
566,1957,1e/d91511,nf-1ed91511b4922a848f922c89d92220c4-4fb65,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:31.400,2025-11-15 15:03:32.000,2025-11-15 15:05:34.000,122.0,2m 2s,-,130.2,0.4%,1100.0,9400.0,1.1 GB,9.4 GB,864.9,1.0,305119,79221,0.0,1.1,11,2,PYTHONNOUSERSITE=1,13579.326503999999,2217.427287,15796.753791,129.48158845081966
567,1961,8a/a24636,nf-8aa24636ac27f9d1e70e9c473da16295-c3a24,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452487,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452487),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:03:26.107,2025-11-15 15:03:26.000,2025-11-15 15:05:53.000,147.0,2m 27s,-,133.8,0.6%,1600.0,8400.0,1.6 GB,8.5 GB,725.1,1.0,363575,80065,0.0,1.1,18,8,PYTHONNOUSERSITE=1,18367.103736999998,2864.046949,21231.150685999997,144.42959650340134
568,1979,d9/c6fbaf,nf-d9c6fbaf209410961bcaa9daa0fa494c-a5447,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452490,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452490),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:04:41.376,2025-11-15 15:04:42.000,2025-11-15 15:06:13.000,91.0,1m 31s,-,145.1,0.5%,1200.0,8600.0,1.2 GB,8.6 GB,825.3,1.0,239688,79426,0.0,1.1,24,13,PYTHONNOUSERSITE=1,11533.313126,1810.0857629999998,13343.398888999998,146.630757021978
569,1990,fa/1e2d2b,nf-fa1e2d2b4f036f6e497fc517fd23d51b-cc518,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452490,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452490),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:04:36.334,2025-11-15 15:04:37.000,2025-11-15 15:06:18.000,101.0,1m 41s,-,133.5,0.5%,1200.0,8600.0,1.2 GB,8.6 GB,739.8,1.0,256679,80233,4.0,1.1,10,9,PYTHONNOUSERSITE=1,12839.286956,2006.913699,14846.200655,146.9920856930693
570,1981,50/d66f15,nf-50d66f15cf7b4f8ad719f3e326be57f1-2da55,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452490,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452490),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:04:56.101,2025-11-15 15:04:56.000,2025-11-15 15:06:18.000,82.0,1m 22s,-,140.1,0.4%,1100.0,8800.0,1.1 GB,8.8 GB,777.4,1.0,227383,80510,0.0,1.1,11,3,PYTHONNOUSERSITE=1,8897.520923,1467.411066,10364.931989,126.40160962195122
571,1994,d7/d22fd0,nf-d7d22fd02ac0fcbf36385f4f98c6cac2-f1ac4,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,SRR11452490,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (SRR11452490),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/gatk4:4.5.0.0--py36hdfd78af_0,2,4h,-,4 GB,1,2025-11-15 15:06:16.253,2025-11-15 15:06:16.000,2025-11-15 15:06:23.000,7.0,6s,-,442.4,0.3%,840.0,8400.0,846.3 MB,8.5 GB,179.2,1.0,46766,82100,4.0,1.1,19,11,PYTHONNOUSERSITE=1,937.6356609999999,141.68669,1079.3223509999998,154.18890728571427
